Time_Spent_on_Site,Total_Amount_Spent,Page_Views,AOV,Group
28.7638676,114.75,14,13.25612218,A
61.34548838,0,10,0,A
48.44512577,160.02,12,15.4428397,A
70.18472831,103.62,15,11.47226109,A
51.20264569,15.49,14,4.993615459,A
24.22275373,135.71,13,14.72898292,A
67.06599587,83.18,16,16.26207627,A
149.4655702,32.78,18,14.25014076,A
40.47501239,12.78,14,4.139417259,A
72.85103438,1116.06,21,102.7798382,A
82.54975987,53.61,14,9.00988198,A
83.56167441,111.12,13,12.33160482,A
43.81467119,79.75,15,9.619936295,A
82.56510913,206.99,17,30.99384111,A
71.43268536,42.3,13,7.34280675,A
37.7784909,93.88,13,15.22097256,A
90.85941777,114.29,19,14.00464695,A
38.75820203,67.78,11,8.573794011,A
54.87020684,11.69,11,5.61094396,A
144.9317073,132.03,29,31.34129865,A
47.03418251,625.49,15,62.97562623,A
45.8654899,48.7,19,8.848852893,A
63.54446354,912.26,14,119.0928487,A
62.25933581,36.84,16,6.728782272,A
38.79663039,76.15,10,12.96673567,A
153.3841622,54.98,15,14.73236332,A
50.73821528,248.53,14,34.8943897,A
137.3362681,52.43,26,21.59359926,A
144.3304359,192.36,16,28.79160127,A
184.2633262,99.15,16,23.35526561,A
75.88439697,96.05,11,19.22283283,A
207.4165914,0,26,0,A
55.70491221,0,11,0,A
60.99845841,210.55,14,24.83947777,A
52.84604316,79.04,17,13.81917596,A
126.7773032,181.01,18,30.66196447,A
36.86176921,71.66,12,10.37156484,A
84.08712914,128.07,12,23.86339876,A
62.65588654,221.46,16,23.48815098,A
58.19157246,380.13,16,50.39249328,A
53.48778888,56.07,14,9.341052891,A
408.3966602,761.67,46,90.41197247,A
65.00324468,81.97,7,9.585550894,A
64.63034834,44.04,17,8.993116685,A
87.6547156,50.51,11,11.99668484,A
110.4611252,502.33,16,52.89138477,A
26.3936621,225.18,10,20.0683513,A
48.86230604,40.2,14,6.227657939,A
188.515929,116.84,17,27.37243695,A
118.5327206,126.2,14,23.77058353,A
82.10571183,115.78,15,19.92972049,A
109.0343107,166.43,14,20.84021926,A
32.40618847,33.3,10,6.711576174,A
101.2922868,156.12,21,19.65264842,A
60.56518427,96.74,14,11.80101937,A
53.81794029,213.32,11,19.5409585,A
100.2542684,12.13,13,7.347773757,A
65.49255906,26.81,17,9.005581583,A
60.1915001,50.62,9,10.19198975,A
103.3820934,191.44,11,30.10884867,A
33.60130206,89.49,13,14.57828089,A
161.1622785,80.09,19,20.96603907,A
122.4822631,178,15,28.57677414,A
50.29451904,0,15,0,A
47.56581837,133.46,14,11.97993296,A
70.34601067,639.05,9,52.06155767,A
56.43331138,314.76,12,23.10034004,A
103.2720814,2447.81,18,282.6413594,A
50.47784481,141.84,10,23.11162824,A
66.4268706,250.32,16,37.06620129,A
171.5622979,80.65,29,25.15083975,A
73.97213144,17.61,9,7.037309344,A
80.74422714,430.38,11,47.84809032,A
54.99466196,10.08,13,5.299229347,A
112.967588,1013.3,13,144.833648,A
42.34669787,230.79,14,25.05200675,A
115.7970183,130.05,15,18.48885291,A
37.60338864,93.79,12,10.31408326,A
115.6409439,191,12,32.79329796,A
72.18776407,448.75,17,34.09966758,A
56.56204949,31.22,13,7.884945197,A
73.4804911,95.34,16,16.68563608,A
66.89983145,93.69,13,18.20557587,A
62.92014105,9.17,13,6.377294381,A
98.56529912,1182.75,16,161.9150879,A
65.32626566,46.57,11,10.49214683,A
48.27168347,0,14,0,A
63.49334726,213.66,13,20.64239096,A
39.48855535,14.37,9,4.597387796,A
88.04420492,40.59,17,8.469181959,A
107.8178941,155.83,14,20.62007967,A
134.4191257,78.99,21,15.46834171,A
40.77984232,6.58,10,3.787658805,A
81.9128546,34.15,9,8.157128107,A
23.6732421,11.77,13,3.354977615,A
94.03216797,255.83,11,23.79410455,A
57.61847874,21.59,11,6.202597575,A
41.33062433,16.89,15,5.503289295,A
47.9479605,64.43,11,11.04919956,A
77.32408991,33.94,18,7.01528141,A
23.87974715,180.03,9,21.99176863,A
83.34905227,72.63,12,11.72841639,A
47.36410315,133.1,17,20.46820575,A
81.26971538,447.7,19,64.75659016,A
52.56315032,51.87,18,7.319424703,A
74.17610966,64.25,14,12.40438587,A
62.21008068,1033.6,14,144.4124879,A
32.36759228,36.03,15,6.6230903,A
100.7660756,44.37,17,10.3095984,A
48.35245628,52.16,15,9.113355256,A
94.47051423,12.98,17,7.461969286,A
29.72177207,124.58,15,15.74102971,A
102.6120595,138.47,15,21.68638529,A
178.730643,359.8,21,11.99211598,A
73.76584673,201.42,13,16.95344411,A
35.83392929,41.81,13,6.900946498,A
27.32027518,23.61,10,5.612118637,A
47.00979513,407.13,18,50.4266285,A
65.2050639,66.96,18,12.43722872,A
81.40571406,397.88,16,44.09481302,A
121.3825641,464.04,13,49.20403488,A
138.8841866,278.24,21,32.03970574,A
138.4920751,322.82,28,47.71503712,A
131.5350321,1003.34,17,8.698379244,A
47.30072442,371.39,10,35.22760155,A
83.14243175,167.58,15,19.66740492,A
66.38433985,32.05,13,7.523054533,A
45.07133898,15.89,9,4.819204759,A
63.75638751,50.11,11,9.962282941,A
72.43654607,65.64,12,9.729654202,A
31.59687121,820.05,10,116.5613181,A
57.32887797,86.84,12,16.09088797,A
31.60252845,80.01,12,8.880471371,A
67.91219032,0,12,0,A
157.4666866,1296.38,17,144.7243133,A
38.4605717,179.23,14,25.41921634,A
48.02010805,314.04,15,29.22270426,A
190.2455987,787.41,49,39.90568512,A
49.77823424,98.14,10,15.17002878,A
95.39984508,36.4,12,10.42345746,A
76.79969327,353.6,11,38.27181852,A
94.18615564,15.59,19,6.336621338,A
43.32236616,263.63,12,31.73332011,A
21.79831288,521.39,7,60.13972846,A
90.61981937,39.28,15,10.92411018,A
37.64875694,214.68,11,15.65693099,A
55.71174291,61.17,10,12.23072196,A
53.31966595,0,7,0,A
114.3951081,56.13,18,18.69370089,A
63.62733524,328.85,16,29.32215846,A
74.28377293,28.32,14,8.56505712,A
55.32160794,142.1,15,17.8165617,A
55.91082444,69.36,17,10.56883916,A
156.6991402,247.14,19,30.26532262,A
61.85920244,107.01,12,12.58736108,A
111.7898121,18.96,12,8.850804637,A
52.02690771,90.81,8,10.54221075,A
125.8061338,99.71,20,21.25543093,A
28.79080477,24.12,14,5.452083211,A
146.9326,106.08,18,23.76106896,A
47.07281293,0,7,0,A
56.85003338,1578.01,15,114.4263304,A
119.0494844,0,11,0,A
68.28313317,2603.39,12,352.7341179,A
68.89630306,260.32,13,31.58185955,A
155.319515,111.96,12,22.60564903,A
125.1269596,73.71,11,16.06958793,A
26.90917483,51.83,13,8.955255651,A
33.12141271,37.6,8,8.139800124,A
25.97250117,12.7,9,4.799158301,A
114.7813093,51.78,10,12.09297452,A
76.09666489,377.5,16,35.08676258,A
44.87581911,25.18,11,6.839897502,A
52.23552086,93.92,9,10.099775,A
35.35257661,156.83,12,20.25795457,A
42.40468679,0,11,0,A
91.52709577,67.54,14,13.76422457,A
20.56361272,267.1,10,34.75161665,A
118.7871493,77.01,13,15.47369056,A
99.58632885,314.46,17,33.7271141,A
61.38795557,5.97,15,4.96098117,A
74.69305787,32.47,10,7.652834756,A
95.799459,66.09,14,11.21589843,A
31.71803138,25.5,14,6.626546659,A
20.68942485,83.41,17,9.465241594,A
48.57321134,16.06,17,4.240601052,A
78.22000967,163.11,19,20.8665224,A
66.73734419,187.46,14,20.11036725,A
58.8579888,105.44,11,13.79725912,A
56.66838818,85.35,14,14.774226,A
86.8402093,141.7,15,23.56757859,A
81.79268845,50.32,15,10.00203384,A
106.1476337,17.79,8,7.938901575,A
54.9054073,891.49,15,108.8004941,A
52.1467643,242.46,15,30.7819751,A
64.6571086,1716.52,15,227.455744,A
56.93891209,20.16,11,6.888925848,A
107.4499666,33.97,18,11.60340674,A
75.84294193,252.02,11,30.13004836,A
56.5427456,448.54,14,52.39406538,A
170.9189761,59.03,22,24.81878475,A
49.00299384,112.97,11,11.89634485,A
146.4603685,67.1,26,23.43106047,A
49.26570985,83.59,13,11.35231905,A
74.79821129,282.62,12,41.40863299,A
31.22188067,48.13,18,7.352349446,A
68.44422402,50.9,18,6.394189197,A
42.73282384,424.87,13,59.66390794,A
140.0968607,50.33,20,15.5533187,A
60.92951581,12.15,9,5.433839802,A
66.34290736,226.17,17,23.92647277,A
28.67333012,168.04,13,19.56956899,A
133.0298011,19.39,18,8.82173328,A
70.39985616,103.7,17,17.56385192,A
146.9483303,376.53,15,51.89467313,A
40.95376449,65.78,9,12.10164552,A
45.05914984,138.15,13,17.64041013,A
249.9105354,597.69,29,63.76245887,A
112.0773528,29.58,19,9.097529456,A
80.87280053,88.65,9,14.351816,A
148.9528699,30.78,20,12.92173563,A
70.5438935,86.08,12,11.85325296,A
93.16427575,62.24,13,11.12092684,A
37.19454496,63.17,14,8.950475691,A
110.8142433,52.83,14,10.38396533,A
47.00685496,0,13,0,A
75.81476806,78.33,11,9.813365887,A
40.71132892,130.83,12,12.36314486,A
50.42003663,106.31,7,13.19011264,A
57.99840912,0,11,0,A
42.27320494,9.13,12,5.430684209,A
36.44982827,511.51,12,65.09121169,A
47.72105282,26.84,12,6.733389042,A
61.83083661,103.81,15,15.69669516,A
25.37752347,313.55,8,35.06349973,A
45.16844889,717.43,14,99.45952944,A
67.67518294,48.47,17,8.111955929,A
63.6703669,50.13,10,11.56510039,A
44.78756606,142.83,14,12.58249098,A
54.44054219,289.42,12,42.48889967,A
119.5852287,289.15,12,48.04333151,A
77.16411648,188.81,14,18.70395531,A
101.8142603,46.95,17,13.21865617,A
40.91283683,55.6,17,7.700283719,A
118.0754596,232.31,16,33.30198751,A
38.94266234,10.81,15,4.62105033,A
88.79690781,69.69,19,14.80140397,A
38.44129143,20.13,14,5.989992594,A
37.08862435,47.44,9,7.696135347,A
42.23097682,51.29,11,8.698649721,A
31.46479482,46.04,9,9.159283958,A
77.14292221,19.13,18,5.588926341,A
135.5187161,21.58,17,11.47217337,A
55.91136032,14.25,10,6.159288115,A
59.85513454,83.87,9,12.42426395,A
108.9504521,414.15,18,62.4311817,A
39.1464441,64.76,15,8.806404067,A
70.45542064,24.38,12,8.341132902,A
46.03414832,60.5,13,11.06339024,A
31.43187751,185.06,15,19.99207109,A
31.247442,49.69,14,6.064261636,A
132.7387402,184.38,13,23.02549433,A
63.9094389,210.14,9,19.94208307,A
80.85121342,51.86,19,11.83315532,A
86.67453361,99.19,17,15.5200049,A
71.44358062,118.26,14,19.33328523,A
59.58455397,40.14,9,9.741028932,A
148.4224896,52.37,23,12.58522234,A
65.83711245,38.77,18,8.340364057,A
57.71234505,173.86,11,23.57282278,A
143.1100924,116.38,16,18.6507579,A
83.83171783,52.86,14,11.43080766,A
16.15966047,67.84,12,8.81674776,A
37.45955091,117.69,13,14.44864294,A
53.08721026,293.71,17,37.04031436,A
87.87490125,32.03,13,9.937687292,A
102.0945158,252.61,20,24.48016453,A
153.8880619,224.85,27,48.99556519,A
39.08549149,135.16,12,20.83271658,A
74.42809863,198.07,13,20.71945907,A
92.1498607,251.49,13,34.62690352,A
123.466493,334.77,13,40.53741109,A
55.84237079,155.23,15,24.43178198,A
97.64099823,81.19,17,16.53779206,A
42.50265673,117.72,11,12.26506803,A
92.89446068,218.46,18,25.45231937,A
40.81857739,91.15,11,14.43207531,A
59.59349231,14.36,17,6.991437969,A
141.5828317,13.37,19,11.33963859,A
94.34449023,72.29,16,11.9027997,A
51.0539015,76.67,10,13.16585755,A
131.9010776,126.32,13,18.40391335,A
53.29639789,56.61,12,7.351847439,A
68.66855005,58.38,8,10.20941473,A
105.4351837,297.75,27,44.09361605,A
34.03106297,123.19,11,17.97630448,A
77.40692483,165.16,12,17.08369408,A
57.76104741,98.96,13,10.83725282,A
124.9523662,0,22,0,A
59.40658791,257.07,12,32.24993351,A
98.44562075,111.94,13,17.32993461,A
30.08360561,193.91,12,19.61712779,A
30.89828272,37.83,14,6.095039123,A
61.85955158,117.18,9,14.01592161,A
147.2820252,75.1,18,14.95345688,A
93.8899523,7.84,13,7.615575693,A
46.8652047,115.26,14,15.54423075,A
44.95605341,43.14,13,8.395244933,A
92.93444496,49.53,18,11.26298612,A
98.75125636,185.46,17,19.10860842,A
72.70777674,73.71,15,9.865774141,A
69.9869477,6.58,13,5.62310276,A
57.09255137,68.77,15,9.831092683,A
71.42677651,152.77,16,25.52857119,A
59.21251724,61.33,15,10.74773008,A
32.58070103,68.49,12,11.516232,A
46.32433117,300.89,12,33.0716061,A
62.8765257,246.76,14,37.83966257,A
92.1909561,23.27,16,8.915933215,A
57.91532191,44.11,16,9.221478019,A
80.55082317,67.46,18,12.22143433,A
106.4290891,95.06,12,17.34343948,A
155.0116177,73.05,16,19.9789118,A
55.62660969,93.62,14,10.59395544,A
87.16330653,89.58,21,17.94849306,A
112.5453107,0,15,0,A
48.43725791,18.17,17,5.144917416,A
96.25096352,29.31,15,9.872258718,A
130.0170857,422.25,18,42.73712353,A
24.55693787,91.06,14,12.93382522,A
120.4137831,265.2,20,40.38515062,A
33.98037963,139.23,16,22.27904427,A
65.05073517,346.94,12,45.46869164,A
104.3247726,273.7,15,39.35909286,A
52.58861081,33.49,17,8.032683487,A
86.45599488,60.31,9,13.41215592,A
51.32171046,595.14,12,74.41755717,A
31.28187203,50.59,15,9.197653699,A
51.13252505,397.94,13,53.24174768,A
72.10948843,171.29,14,19.23840188,A
67.98339464,107.88,15,12.49211356,A
24.85650594,48.27,7,6.774682453,A
165.1535818,156.08,26,30.77158633,A
59.6824913,68.64,16,11.94919785,A
37.01668269,786.27,7,87.04852901,A
35.33206036,6.11,10,3.868666559,A
34.59300583,63.91,13,8.664672292,A
33.96482921,284.67,6,36.19606114,A
99.62940778,61.81,14,12.20498605,A
53.6326367,393.8,11,44.11195161,A
129.5600341,379.77,26,15.98844359,A
34.23995382,472.41,19,62.29433505,A
60.67215562,70.76,12,13.19180442,A
75.19495112,14.18,12,7.476819405,A
31.37064286,22.22,20,5.128455109,A
108.8599475,19.79,13,9.519671339,A
143.9201749,161.45,25,33.6050735,A
40.68684239,5.97,12,4.141077778,A
66.12124438,158.46,12,24.6341683,A
29.05630257,179.23,10,25.05914971,A
71.37774458,71.14,14,15.3046573,A
33.23844996,187.1,14,22.54892593,A
48.2131691,27.09,16,7.991271025,A
95.24736071,0,14,0,A
63.51310142,107.1,17,18.81704166,A
61.06319767,91.04,16,10.82788983,A
57.47704811,75.92,15,13.28955731,A
32.27680322,0,9,0,A
39.34360381,142.29,13,12.92894634,A
109.824283,133.9,14,20.45716951,A
78.98996477,566.81,16,59.26831507,A
61.66708795,127.3,10,18.85874974,A
151.9906124,51.87,17,12.86823322,A
32.23141915,12.1,10,5.036635878,A
28.89763544,182.23,8,24.59409155,A
31.64340277,1071.76,15,95.55305389,A
80.68273845,179.74,23,28.28059904,A
44.08437505,201.74,11,25.03365168,A
83.30094724,87.78,13,15.14493834,A
92.9689596,33.79,15,9.42934366,A
31.75291523,186.52,11,27.10099577,A
76.33122041,32.26,16,9.920301456,A
22.78978881,108.29,12,9.383498396,A
61.2650253,72.49,15,9.351230369,A
24.16992582,5.42,17,3.132786771,A
79.45400142,0,12,0,A
42.14809326,98.89,13,13.70580239,A
50.0291381,44.72,12,9.10320574,A
42.12868971,23.93,12,5.373065088,A
53.1415836,80.25,18,15.10521143,A
90.44221755,68.26,11,10.11793266,A
107.6938804,27.7,12,8.595311236,A
54.31067138,30.31,10,7.797091215,A
28.09793961,242.37,17,27.15675643,A
70.28640174,401.9,14,56.91363779,A
119.5427547,180.77,19,19.17694002,A
49.88434927,293.52,12,29.29915666,A
92.55297218,64.95,17,12.74799478,A
21.46185972,58.4,16,6.276826408,A
153.1257539,89.4,30,17.27118429,A
79.18175005,370.88,11,41.70621403,A
64.24340089,259.4,16,35.81558894,A
132.8099942,554.09,15,67.89128598,A
29.79918013,423.2,13,55.44758613,A
64.65746234,78.08,12,12.95815286,A
87.86040094,91.61,18,12.76364659,A
127.8713025,165.18,20,21.58965553,A
48.73864194,22.61,10,5.271004055,A
91.92825118,405.87,20,46.6328849,A
140.1620212,187.8,20,15.65752122,A
71.27682218,0,9,0,A
19.60963298,0,7,0,A
74.74137901,142.38,13,18.8888233,A
36.85878739,21.22,10,5.886945161,A
88.2373169,12.06,11,6.784722153,A
38.29227209,64.73,14,9.781365727,A
33.18392302,79.77,9,14.30672052,A
142.7189138,51,18,15.97126227,A
32.18151957,102.08,11,9.833174751,A
136.6837231,62.19,19,15.06055802,A
35.32184498,120.61,12,18.00645122,A
25.75254912,35.99,10,6.406677425,A
120.4758128,201.41,16,20.60303691,A
45.16171177,26.87,14,6.995300077,A
51.48900482,32.48,11,6.702532332,A
81.98788982,87.78,11,17.40867728,A
58.28464487,93.83,12,11.18711714,A
63.44526157,20.77,17,6.611499823,A
57.4823837,17.21,20,5.130181877,A
106.5524099,64.38,13,14.29489317,A
87.96627604,22.64,16,8.277601802,A
49.72597469,167.22,13,20.56798734,A
63.81009522,182.71,12,23.39295591,A
101.6952669,1196.66,12,94.35478793,A
93.01681808,0,12,0,A
71.98959651,71.23,14,12.82913467,A
40.42449772,330.79,10,48.34023971,A
109.3540712,83.11,18,15.94490258,A
63.11385892,49.47,12,8.349733241,A
83.9093373,174.42,8,24.81682277,A
72.64455949,29.58,12,8.645339034,A
132.9403512,52.42,11,13.4553253,A
79.64305357,73.99,16,14.23831582,A
49.17676213,103.53,11,11.90892597,A
74.01296325,0,15,0,A
36.36066537,18.85,15,5.0664022,A
85.15744501,109.64,14,19.91362626,A
56.42888598,67.56,15,11.35567126,A
87.23192906,384.41,14,35.99843346,A
164.8753473,74.15,20,15.38375585,A
48.85812831,0,6,0,A
41.95525516,959.33,17,89.98136178,A
67.98644341,127.19,16,16.09659966,A
59.99336805,714.4,12,99.4627748,A
62.35298937,163.58,14,14.23866837,A
31.05396809,51.47,14,8.443119072,A
92.24517821,142.33,19,25.80892372,A
108.430129,60.36,10,10.87295055,A
35.22880887,570.79,11,53.13712352,A
45.06365344,28.91,9,7.007219845,A
41.47273966,21.07,8,6.567755853,A
43.12790476,90.52,13,11.68561059,A
93.95287211,21.69,12,8.946638875,A
56.21854582,477.7,16,57.97083756,A
84.06800636,0,14,0,A
74.71294853,107.93,13,6.212782684,A
102.2278162,79.77,16,13.89106925,A
32.69726243,45.18,12,6.741728491,A
94.29204573,818.78,13,104.5275666,A
43.22974063,20.04,8,4.833018537,A
49.92777478,80.28,13,10.21380825,A
122.6513489,64.77,17,14.24075813,A
142.0768501,59.88,25,23.01415941,A
49.10899283,22.49,10,4.711478003,A
68.81005165,211.44,15,29.02607092,A
32.94076929,1304.18,14,118.0289935,A
46.91472697,207.36,13,21.98313826,A
147.7102474,0,25,0,A
45.01061423,1342.58,10,115.754436,A
56.78370994,113.17,14,17.40517164,A
52.35264756,151.62,18,16.87205271,A
86.30207488,134.12,14,17.37029562,A
60.74981518,84.64,12,10.81848655,A
39.30826078,86.04,11,9.770977938,A
65.75210449,180.18,13,24.42740894,A
62.9230384,167.69,13,23.66688861,A
106.2574159,367.1,23,11.85318305,A
66.19478856,114.12,15,16.06932353,A
78.28517318,70.57,13,13.65275427,A
35.15946105,185.15,11,21.66855298,A
22.44249704,110.95,16,17.08823883,A
61.15469384,760.11,10,103.366057,A
47.32244976,28.14,14,6.890317939,A
103.4823951,277.38,14,45.14209022,A
117.502707,0,18,0,A
60.61544371,293.51,20,41.34903475,A
50.53973299,342.86,11,44.0346424,A
64.71530893,75.49,13,11.70058448,A
78.5635287,59.42,12,11.79537342,A
51.73232411,19.32,12,6.776709141,A
111.3350587,48.63,12,13.15374616,A
38.80148371,39.69,15,7.111565896,A
78.58388964,11.23,15,7.601277214,A
111.0829449,0,35,0,A
51.74494229,661,10,84.03640583,A
33.43837192,51.63,7,9.351981526,A
29.61394182,654.3,9,56.73189127,A
53.45450836,1275.4,7,148.9688396,A
85.56223676,75.46,15,15.89073129,A
46.47068708,12.03,11,4.932928637,A
12.00517604,126.74,8,17.74783016,A
56.83565214,33.33,12,7.674270292,A
90.05346195,24.53,12,8.268963075,A
48.52471799,103.16,10,11.1070061,A
65.13228805,100.85,10,18.59571623,A
52.85678071,34.04,13,5.992781119,A
57.05256236,120.73,15,15.13822303,A
72.35030832,241.16,14,29.57731056,A
22.66673834,95.85,16,14.83084676,A
31.78252561,33.23,7,4.815385477,A
67.19369377,150.65,13,16.82903431,A
66.96424128,131.94,11,14.47204872,A
31.96264776,53.58,14,8.839276876,A
151.5371863,95.87,28,29.91971098,A
80.3512538,0,11,0,A
49.06998813,0,14,0,A
58.09134001,15.72,13,6.967133552,A
102.0290698,332.82,14,25.27840993,A
108.3127075,74.11,19,14.64755267,A
58.45615731,18.33,10,7.789777903,A
40.63364741,221.67,9,24.07571587,A
41.89641761,30.83,13,6.202864531,A
65.97933364,19.96,10,6.382595509,A
101.6035819,53.88,16,11.62782686,A
76.25644852,18.65,14,6.482135662,A
35.89246826,6.56,10,3.660508913,A
47.50477982,303.49,12,46.92080765,A
116.4247762,82.5,16,16.48040115,A
57.9394114,107.92,19,12.11026606,A
67.22347424,73.15,12,9.037660493,A
88.55492783,60.57,15,9.720019991,A
31.35280783,102.02,14,13.20299368,A
45.10073207,22.08,15,5.773531735,A
61.17346611,73.63,17,9.00809659,A
69.58363153,96.37,13,14.90585339,A
176.3696645,228.02,18,32.73571061,A
110.3403443,171.24,31,42.41914569,A
45.99833914,55.49,10,8.153236025,A
67.32254417,161.59,17,23.78464776,A
83.4743356,56.03,15,9.673854871,A
59.63575562,154.56,16,17.4927154,A
63.00877517,127.33,10,15.51412156,A
99.29174229,85.85,20,17.84790956,A
42.27895451,76.68,14,10.4532736,A
146.9281148,103.54,19,21.66079653,A
43.24635023,166.49,11,17.23371699,A
74.94866923,21.89,8,9.115958972,A
36.14396506,302.1,8,32.85777298,A
43.54215487,161.51,12,20.73779417,A
49.16565508,85.65,15,8.77633479,A
65.26477346,12.55,15,5.86480516,A
79.53100506,13.72,14,6.332840995,A
37.30054157,14.86,12,5.406908082,A
75.44187024,418.52,12,50.59063434,A
55.16084607,41.69,12,9.251857363,A
114.8589945,276.04,14,32.77207919,A
57.94213087,19.24,13,7.223567256,A
43.74917576,214.35,12,24.6133442,A
181.1424745,14.19,21,12.34234381,A
87.90450922,473.96,17,69.47520539,A
459.4689912,469.94,18,94.79219632,A
119.2247928,77.3,14,18.87108263,A
64.8189652,175.91,16,25.69075126,A
42.62597889,230.01,16,29.62308427,A
80.34231008,36.56,18,9.07170247,A
88.8638811,472.21,16,45.57546717,A
135.668282,20.6,15,11.83639818,A
63.44695583,275.66,10,24.33971599,A
40.98058683,11.87,14,4.257780215,A
94.63598216,79.63,16,15.28893141,A
39.63097923,163.79,12,24.62499779,A
43.34153934,157.32,11,21.20284751,A
66.04839058,247.67,14,36.67720072,A
52.44951786,316.45,14,25.6091733,A
121.7276055,16.06,20,8.945391407,A
63.86791138,106.95,16,13.28576584,A
37.69388927,198.14,11,22.17821591,A
57.68225238,56.14,14,9.689322913,A
48.67061168,0,14,0,A
71.6659785,62.25,12,11.94126838,A
43.33717412,61.43,13,9.277665344,A
100.585626,82.82,9,12.05258708,A
31.37501824,50.13,9,8.994414129,A
93.41817067,974.98,12,127.3417801,A
69.47315872,90.4,14,17.17854488,A
181.2794964,0,22,0,A
77.02368657,378.65,8,44.73877473,A
38.43072385,79.3,11,13.59210998,A
25.94998119,182.29,7,13.59877734,A
96.30711238,124.41,21,19.00110415,A
95.83829678,435.87,13,38.95770613,A
50.69390175,831.01,12,73.49248129,A
126.8895017,249.27,23,27.63878913,A
75.80097084,55.04,15,8.395604742,A
74.35650016,6.08,11,5.958668917,A
105.8936181,45.05,34,29.23214449,A
131.0164049,253.82,34,54.51491633,A
36.5795856,60.09,15,10.68348519,A
78.27646306,70.47,12,14.41413661,A
12.75855211,36.94,10,6.02355148,A
40.48954958,0,7,0,A
78.5356082,43.81,12,10.22982397,A
76.9974835,52.48,18,10.03915773,A
45.06602421,24.29,12,6.368819844,A
40.39635855,26.69,14,5.900131427,A
34.04133915,124.29,10,12.79472212,A
61.07027269,25.89,9,7.326597864,A
158.267119,72.73,19,16.06981873,A
54.61842717,142.59,11,19.41796446,A
66.05239341,35.81,14,10.73652994,A
42.62339804,11.82,10,5.88497756,A
88.98149542,88.79,21,11.8187022,A
146.0292477,57.46,19,12.64811071,A
124.9609355,0,20,0,A
85.31217274,164.7,10,18.57272974,A
41.17158771,76.38,12,7.746094442,A
57.15928617,167.36,15,16.38340791,A
87.73999423,170.24,16,25.04293303,A
105.3017331,164.34,22,22.24519014,A
57.87644424,36.37,17,7.769988199,A
80.43242994,207.32,14,29.13938531,A
25.30026979,225.59,9,23.95349772,A
49.85202156,400.41,13,40.29855794,A
88.47061925,658.41,22,47.69913273,A
67.4747769,736.01,15,102.0545639,A
49.06154198,101.98,9,14.37775957,A
97.71419871,442.15,14,46.53675124,A
174.1048476,51.23,21,12.71577062,A
45.0020582,207.16,13,21.29022527,A
45.75845246,0,11,0,A
48.8349955,1036.87,7,81.27682929,A
37.8630553,34.6,15,8.395518565,A
98.84780361,29.8,19,10.35608286,A
52.42226859,96.38,13,12.77915954,A
59.0710426,218.76,11,28.47523131,A
39.30795688,17.95,11,4.854531498,A
36.91098378,261.54,10,37.97138426,A
43.69530436,1263.79,10,139.0260406,A
67.32767725,615.78,12,53.12713386,A
116.4247207,96.11,21,23.6434742,A
24.20455226,47.66,11,5.364755565,A
90.9631231,106.75,17,17.97375498,A
62.87780244,192.92,15,17.9936754,A
88.29546399,60.04,16,10.00441927,A
74.54493893,8.88,21,5.820294087,A
26.02101022,88.75,12,11.96353777,A
89.62850643,51.86,16,12.53342826,A
49.9336577,10.29,12,4.85348976,A
82.83533821,132.15,14,21.63689454,A
94.14459281,68.98,12,15.62675647,A
106.868075,552.96,16,71.72439593,A
76.49003988,0,11,0,A
111.6629787,46.06,21,13.06904825,A
49.10222675,9.85,14,5.175476594,A
102.489173,119.84,12,20.05149598,A
46.49213637,24.55,10,6.975198379,A
84.6264128,118.01,13,19.89297654,A
53.82889414,36.79,14,5.958720802,A
61.59962265,114.95,15,16.24533097,A
200.8358076,69.02,25,51.70156902,A
59.98456661,452.22,9,60.12295513,A
100.9936053,107.73,16,19.62929457,A
102.398636,40.71,9,12.06304161,A
50.91897313,93.97,13,15.71583689,A
70.10006395,363,12,34.60634457,A
66.99179534,57.17,19,11.95740479,A
190.8995062,800.66,31,86.65696685,A
51.52627175,198.82,17,24.41235703,A
149.6528151,65.15,24,22.9857285,A
36.13264894,164.11,14,20.45376464,A
125.003261,754.59,15,63.08875099,A
22.83192819,12.13,9,3.326143911,A
104.0392886,87.24,19,16.14798568,A
38.00454972,107.71,6,12.08946662,A
71.61071355,483.02,10,38.38553254,A
71.93826964,177.61,15,18.18793996,A
35.45456612,55.47,11,7.668216067,A
51.1230241,75.5,14,10.10162656,A
113.363412,387.29,19,7.657848781,A
50.02012065,41.66,11,7.377645945,A
114.9247712,52.12,12,12.55968856,A
44.54220036,24.85,13,6.682006115,A
53.91126101,84.99,12,11.12643627,A
67.26167885,208.56,11,23.67316313,A
41.6563468,104.08,10,14.07427855,A
77.88217789,58.06,19,12.35517676,A
34.0330012,583.64,7,55.51294609,A
70.57194722,46.16,21,8.554316778,A
91.23613198,85.69,19,14.1351323,A
26.03847017,53.47,9,8.133623583,A
52.03835505,28.68,15,7.550469873,A
50.67352008,388.63,13,53.82443084,A
57.32230929,46.63,9,10.20670949,A
103.2522996,76.72,15,17.36906989,A
102.5722494,444.41,23,42.26405936,A
80.52934666,31.72,14,7.798233726,A
48.90065591,7.44,11,5.135454915,A
63.26798456,15.43,14,6.203982535,A
72.9114414,304.53,14,41.19411871,A
